Year,Gender,Course Name,Domicile,Decision
2019,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Computer Science,China,Unconditional Offer
2019,Male,MSc Financial Risk Management,China,Conditional Offer
2019,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,Italy,Conditional Offer
2019,Female,MSc Machine Learning,China,Rejection
2019,Female,MSc Financial Risk Management,England,None
2019,Female,MSc Financial Risk Management,Ecuador,Conditional Offer
2019,Male,MSc Software Systems Engineering,China,Rejection
2019,Female,MSc Financial Risk Management,England,Conditional Offer
2019,Female,MSc Computational Statistics and Machine Learning,England,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,China,Conditional Offer
2019,Male,MSc Computer Science,Hong Kong,Rejection
2019,Male,MSc Machine Learning,England,Conditional Offer
2019,Female,MSc Software Systems Engineering,China,Rejection
2019,Male,MSc Machine Learning,England,Rejection
2019,Male,"MSc Disability, Design and Innovation",China,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,Argentina,Unconditional Offer
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Female,MSc Machine Learning,India,Rejection
2019,Male,MSc Software Systems Engineering,China,Rejection
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Computer Science,England,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Computer Science,China,Rejection
2019,Female,MSc Computer Science,Taiwan,Conditional Offer
2019,Male,MSc Financial Risk Management,China,Conditional Offer
2019,Female,MSc Computational Finance,England,Rejection
2019,Male,MSc Software Systems Engineering,Mexico,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,Germany,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Computer Science,India,Rejection
2019,Female,MSc Information Security,China,Rejection
2019,Female,MSc Financial Risk Management,Indonesia,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Female,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2019,Male,MSc Web Science and Big Data Analytics,England,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Financial Risk Management,China,Conditional Offer
2019,Female,MSc Machine Learning,England,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,Slovakia,Rejection
2019,Female,MSc Machine Learning,England,Conditional Offer
2019,Female,MSc Machine Learning,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,England,Rejection
2019,Male,MSc Computational Finance,France,Rejection
2019,Female,MSc Computer Science,England,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Software Systems Engineering,United States of America,Rejection
2019,Female,MSc Machine Learning,England,Rejection
2019,Female,MSc Robotics and Computation,China,Rejection
2019,Female,MSc Machine Learning,China,Rejection
2019,Male,MSc Software Systems Engineering,China,Rejection
2019,Male,MSc Machine Learning,England,None
2019,Male,MSc Computer Science,China,Rejection
2019,Female,MSc Computer Science,Philippines,Rejection
2019,Female,MSc Computational Finance,England,Rejection
2019,Male,MSc Computational Finance,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,England,Rejection
2019,Female,MSc Robotics and Computation,China,Rejection
2019,Female,MSc Computer Science,China,Rejection
2019,Male,MSc Computer Science,England,Unconditional Offer
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Software Systems Engineering,Greece,Conditional Offer
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Information Security,Kazakhstan,Conditional Offer
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,China,Unconditional Offer
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Female,MSc Computer Science,Kuwait,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,United States of America,Rejection
2019,Female,MSc Computational Finance,France,Rejection
2019,Male,"MSc Disability, Design and Innovation",China,Rejection
2019,Male,"MSc Computer Graphics, Vision and Imaging",Germany,Rejection
2019,Female,"MSc Computer Graphics, Vision and Imaging",England,Rejection
2019,Male,MSc Information Security,China,Conditional Offer
2019,Male,MSc Computer Science,France,Rejection
2019,Male,MSc Computational Finance,China,Rejection
2019,Female,MSc Computer Science,China,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,England,Conditional Offer
2019,Female,MSc Computer Science,China,Rejection
2019,Female,MSc Machine Learning,China,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,MSc Information Security,China,Rejection
2019,Female,MSc Computational Finance,England,Unconditional Offer
2019,Female,"MSc Disability, Design and Innovation",England,Rejection
2019,Female,MSc Computer Science,China,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Information Security,Cyprus (European Union),Conditional Offer
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Machine Learning,Turkey,Rejection
2019,Female,MSc Financial Risk Management,United States of America,Rejection
2019,Female,MSc Machine Learning,Thailand,Rejection
2019,Female,MSc Software Systems Engineering,China,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Machine Learning,China,Rejection
2019,Male,MSc Financial Risk Management,England,Unconditional Offer
2019,Male,MSc Computational Finance,China,Rejection
2019,Male,MSc Computer Science,China,None
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,Conditional Offer
2019,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2019,Male,MSc Computer Science,Serbia,Rejection
2019,Female,MSc Computer Science,Saudi Arabia,Rejection
2019,Male,MSc Financial Risk Management,England,Rejection
2019,Male,MSc Computer Science,France,None
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Computer Science,Cyprus (European Union),Rejection
2019,Male,MSc Computational Statistics and Machine Learning,Hong Kong,Rejection
2019,Male,MSc Financial Systems Engineering,China,Rejection
2019,Female,MSc Machine Learning,United States of America,None
2019,Female,MSc Financial Risk Management,England,Conditional Offer
2019,Male,MSc Information Security,England,Rejection
2019,Male,MSc Financial Risk Management,China,None
2019,Male,MSc Computational Statistics and Machine Learning,China,Conditional Offer
2019,Female,MSc Machine Learning,China,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Computer Science,England,Conditional Offer
2019,Male,MSc Computational Statistics and Machine Learning,England,Rejection
2019,Female,MSc Financial Risk Management,England,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Financial Risk Management,England,Rejection
2019,Male,MSc Robotics and Computation,China,None
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,"Korea, Republic of",Rejection
2019,Female,MSc Robotics and Computation,China,Rejection
2019,Male,MSc Robotics and Computation,China,Rejection
2019,Male,MSc Financial Risk Management,England,Rejection
2019,Male,MSc Robotics and Computation,China,Rejection
2019,Male,"MSc Disability, Design and Innovation",Finland,Conditional Offer
2019,Male,MSc Financial Risk Management,Australia,Rejection
2019,Female,MSc Machine Learning,Cyprus (European Union),Rejection
2019,Female,MSc Computational Finance,India,Rejection
2019,Female,MSc Computer Science,China,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,India,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Male,MSc Computer Science,England,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Machine Learning,China,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Computational Finance,France,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Financial Risk Management,Hong Kong,Rejection
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Financial Risk Management,China,Unconditional Offer
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,England,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,Romania,Conditional Offer
2019,Male,MSc Machine Learning,China,Unconditional Offer
2019,Male,MSc Machine Learning,England,Rejection
2019,Male,MSc Software Systems Engineering,China,Rejection
2019,Female,MSc Computer Science,China,Rejection
2019,Female,MSc Computer Science,Czech Republic,Rejection
2019,Male,MSc Software Systems Engineering,China,Conditional Offer
2019,Female,MSc Computer Science,China,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Male,MSc Computational Finance,Taiwan,Rejection
2019,Male,MSc Computational Finance,Hong Kong,Rejection
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Information Security,China,Rejection
2019,Male,MSc Information Security,Australia,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Software Systems Engineering,England,Rejection
2019,,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Computational Finance,China,Rejection
2019,Male,MSc Financial Systems Engineering,China,Rejection
2019,Male,MSc Financial Risk Management,China,Unconditional Offer
2019,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2019,Male,MSc Computer Science,United States of America,None
2019,Male,MSc Machine Learning,Hong Kong,Conditional Offer
2019,Female,MSc Financial Risk Management,England,Unconditional Offer
2019,Male,MSc Machine Learning,China,None
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,MSc Computational Finance,China,None
2019,Male,MSc Machine Learning,United Arab Emirates,Conditional Offer
2019,Male,MSc Software Systems Engineering,China,Rejection
2019,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2019,Male,MSc Software Systems Engineering,China,Conditional Offer
2019,Male,MSc Computer Science,Netherlands,Unconditional Offer
2019,Female,MSc Information Security,China,Rejection
2019,Female,MSc Information Security,China,Rejection
2019,Female,MSc Computer Science,England,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,Saudi Arabia,Rejection
2019,Male,MSc Machine Learning,China,None
2019,Male,MSc Computational Finance,China,Rejection
2019,Female,MSc Financial Risk Management,Russian Federation,Rejection
2019,Male,MSc Web Science and Big Data Analytics,China,Conditional Offer
2019,Female,MSc Web Science and Big Data Analytics,Taiwan,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,MSc Financial Risk Management,England,Rejection
2019,Female,MSc Machine Learning,"Korea, Republic of",Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,MSc Financial Risk Management,India,Rejection
2019,Female,MSc Information Security,Taiwan,Conditional Offer
2019,Male,MSc Financial Risk Management,China,None
2019,Female,MSc Machine Learning,Denmark,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,England,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,Hong Kong,Rejection
2019,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Computer Science,Italy,Rejection
2019,Female,MSc Computational Finance,Canada,Rejection
2019,Male,MSc Robotics and Computation,China,None
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,"MSc Computer Graphics, Vision and Imaging",England,Rejection
2019,Female,MSc Robotics and Computation,China,Rejection
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Machine Learning,Japan,Rejection
2019,Female,MSc Robotics and Computation,China,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Robotics and Computation,China,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Male,MSc Computer Science,England,Rejection
2019,Female,MSc Computational Finance,China,Rejection
2019,Female,MSc Computational Finance,China,Rejection
2019,Male,MSc Computational Finance,China,Rejection
2019,Male,MSc Financial Risk Management,England,Rejection
2019,Female,MSc Financial Risk Management,China,Conditional Offer
2019,Male,MSc Computer Science,Greece,Rejection
2019,Female,MSc Computer Science,India,Rejection
2019,Female,MSc Machine Learning,England,Rejection
2019,Female,"MSc Computer Graphics, Vision and Imaging",England,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Female,MSc Machine Learning,China,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,"MSc Computer Graphics, Vision and Imaging",England,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Software Systems Engineering,China,Rejection
2019,Female,MSc Computer Science,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,England,Rejection
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Female,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2019,Female,MSc Information Security,England,Conditional Offer
2019,Female,MSc Machine Learning,China,Unconditional Offer
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Financial Risk Management,China,None
2019,Male,MSc Computer Science,India,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Male,MSc Machine Learning,China,Conditional Offer
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Information Security,China,Unconditional Offer
2019,Female,MSc Robotics and Computation,China,Conditional Offer
2019,Female,MSc Computational Finance,France,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Female,MSc Information Security,United Arab Emirates,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,None
2019,Female,MSc Financial Risk Management,England,Conditional Offer
2019,Male,MSc Computer Science,England,Rejection
2019,Male,MSc Computer Science,Cyprus (European Union),Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2019,Female,MSc Financial Risk Management,China,Conditional Offer
2019,Male,MSc Machine Learning,China,Rejection
2019,Male,MSc Computational Finance,Italy,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Machine Learning,England,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,MSc Computational Finance,Ecuador,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Female,MSc Machine Learning,China,Conditional Offer
2019,Male,MSc Machine Learning,England,Rejection
2019,Male,MSc Machine Learning,England,Rejection
2019,Male,MSc Computational Finance,China,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Information Security,China,Rejection
2019,Female,MSc Machine Learning,China,Rejection
2019,Male,MSc Computer Science,Canada,Rejection
2019,Male,MSc Computer Science,China,None
2019,Female,MSc Computer Science,United States of America,Rejection
2019,Male,MSc Financial Risk Management,Kazakhstan,Rejection
2019,Female,"MSc Disability, Design and Innovation",Israel,Conditional Offer
2019,Male,MSc Robotics and Computation,England,Rejection
2019,Male,MSc Machine Learning,Switzerland,Rejection
2019,Male,MSc Robotics and Computation,England,Rejection
2019,Female,MSc Computer Science,England,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,China,Unconditional Offer
2019,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2019,Male,MSc Computer Science,England,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Computational Finance,Cyprus (European Union),Unconditional Offer
2019,Male,MSc Financial Risk Management,England,Rejection
2019,Male,MSc Financial Risk Management,"Korea, Republic of",Rejection
2019,Male,MSc Information Security,Japan,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Computational Finance,United States of America,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Financial Risk Management,India,Rejection
2019,Male,MSc Computer Science,China,Conditional Offer
2019,Female,MSc Computational Finance,Paraguay,Rejection
2019,Male,MSc Machine Learning,England,Rejection
2019,Male,MSc Computer Science,France,Rejection
2019,Male,MSc Financial Systems Engineering,China,Rejection
2019,Female,MSc Software Systems Engineering,India,Conditional Offer
2019,Female,MSc Information Security,Greece,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,Conditional Offer
2019,Female,MSc Robotics and Computation,Turkey,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Male,MSc Information Security,France,Rejection
2019,Female,MSc Information Security,China,Unconditional Offer
2019,Male,MSc Robotics and Computation,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Computer Science,Cyprus (European Union),Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Information Security,England,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Female,MSc Computational Finance,China,Rejection
2019,Female,MSc Computational Finance,England,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,England,Unconditional Offer
2019,Female,MSc Web Science and Big Data Analytics,Vietnam (Viet Nam),Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Male,MSc Computational Finance,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Female,MSc Computer Science,China,Rejection
2019,Male,MSc Computer Science,China,Conditional Offer
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Female,"MSc Computer Graphics, Vision and Imaging",India,Rejection
2019,Female,MSc Machine Learning,France,Rejection
2019,Male,MSc Software Systems Engineering,China,None
2019,Male,MSc Computational Statistics and Machine Learning,Saudi Arabia,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Robotics and Computation,United Arab Emirates,None
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,MSc Financial Risk Management,Turkey,Rejection
2019,Male,MSc Computer Science,Cyprus (European Union),Rejection
2019,Male,MSc Robotics and Computation,China,Conditional Offer
2019,Male,MSc Computer Science,England,Rejection
2019,Male,MSc Information Security,China,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Machine Learning,England,Unconditional Offer
2019,Female,MSc Robotics and Computation,England,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Female,"MSc Computer Graphics, Vision and Imaging",Pakistan,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,United States of America,Unconditional Offer
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Information Security,United States of America,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Machine Learning,England,Rejection
2019,Male,MSc Machine Learning,Brazil,Rejection
2019,Male,MSc Computer Science,China,None
2019,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2019,Female,MSc Computational Finance,England,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Female,MSc Computer Science,China,Rejection
2019,Male,MSc Information Security,Ireland,Conditional Offer
2019,Male,MSc Computer Science,England,Rejection
2019,Male,MSc Software Systems Engineering,England,Conditional Offer
2019,Female,MSc Computer Science,England,Conditional Offer
2019,Male,MSc Computer Science,Peru,Rejection
2019,Female,MSc Financial Risk Management,India,Rejection
2019,Male,MSc Machine Learning,China,Unconditional Offer
2019,Male,MSc Information Security,China,Unconditional Offer
2019,Male,"MSc Computer Graphics, Vision and Imaging",China,Conditional Offer
2019,Female,MSc Machine Learning,England,Rejection
2019,Male,MSc Software Systems Engineering,United Kingdom,Rejection
2019,Male,MSc Machine Learning,China,None
2019,Male,MSc Computational Statistics and Machine Learning,United States of America,Rejection
2019,Female,MSc Financial Risk Management,Scotland,Rejection
2019,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2019,Male,"MSc Computer Graphics, Vision and Imaging",Portugal,Rejection
2019,Male,MSc Software Systems Engineering,China,Rejection
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Machine Learning,Switzerland,None
2019,Male,MSc Computational Finance,China,Conditional Offer
2019,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Information Security,Germany,Rejection
2019,Male,MSc Machine Learning,Spain,Rejection
2019,Male,MSc Computer Science,England,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Machine Learning,United States of America,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,MSc Machine Learning,England,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,England,Conditional Offer
2019,Male,MSc Software Systems Engineering,Russian Federation,None
2019,Female,MSc Information Security,China,Rejection
2019,Male,MSc Computer Science,England,Rejection
2019,Male,MSc Computer Science,England,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Computer Science,England,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Financial Risk Management,China,None
2019,Female,MSc Financial Risk Management,England,Conditional Offer
2019,Male,MSc Machine Learning,India,Unconditional Offer
2019,Female,MSc Computational Finance,England,Rejection
2019,Male,MSc Computational Finance,England,Rejection
2019,Male,MSc Robotics and Computation,China,Rejection
2019,Female,MSc Financial Risk Management,China,Conditional Offer
2019,Male,MSc Financial Risk Management,Germany,Rejection
2019,Male,MSc Software Systems Engineering,United States of America,Rejection
2019,Female,MSc Information Security,Iraq,Rejection
2019,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,Egypt,Rejection
2019,Male,MSc Computational Finance,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,Spain,Rejection
2019,Female,MSc Machine Learning,China,Rejection
2019,Female,MSc Financial Risk Management,Japan,Rejection
2019,Male,MSc Machine Learning,China,Unconditional Offer
2019,Male,MSc Financial Risk Management,England,Rejection
2019,Female,MSc Financial Risk Management,United States of America,Conditional Offer
2019,Female,MSc Machine Learning,Thailand,Rejection
2019,Male,MSc Computer Science,Greece,Rejection
2019,Male,MSc Computer Science,Russian Federation,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Computer Science,Hong Kong,None
2019,Male,MSc Computer Science,Serbia,Conditional Offer
2019,Female,"MSc Computer Graphics, Vision and Imaging",China,Unconditional Offer
2019,Male,MSc Financial Risk Management,India,Rejection
2019,Female,MSc Financial Systems Engineering,Malta,Rejection
2019,Male,MSc Machine Learning,Thailand,Conditional Offer
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Female,MSc Financial Risk Management,Saudi Arabia,Conditional Offer
2019,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Machine Learning,China,Conditional Offer
2019,Male,MSc Financial Risk Management,Cyprus (European Union),Rejection
2019,Male,MSc Computer Science,England,Conditional Offer
2019,Male,MSc Information Security,China,None
2019,Female,MSc Machine Learning,England,Rejection
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Computational Finance,Taiwan,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,MSc Information Security,China,Rejection
2019,Male,MSc Computational Finance,China,Conditional Offer
2019,Male,MSc Computer Science,Lebanon,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,England,Rejection
2019,Female,MSc Machine Learning,China,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,"MSc Computer Graphics, Vision and Imaging",China,None
2019,Male,MSc Machine Learning,Ireland,Rejection
2019,Male,MSc Financial Risk Management,England,Rejection
2019,Female,MSc Machine Learning,China,Rejection
2019,Male,MSc Information Security,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,Greece,None
2019,Male,MSc Information Security,China,Rejection
2019,Male,MSc Computer Science,Switzerland,Rejection
2019,Male,MSc Machine Learning,China,Conditional Offer
2019,Male,MSc Computational Finance,China,None
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Financial Risk Management,Canada,None
2019,Male,MSc Computational Statistics and Machine Learning,Bulgaria,Rejection
2019,Male,"MSc Computer Graphics, Vision and Imaging",Nigeria,Rejection
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Computer Science,China,Rejection
2019,Female,"MSc Computer Graphics, Vision and Imaging",England,Rejection
2019,Male,MSc Information Security,Cyprus (European Union),Rejection
2019,Male,MSc Computer Science,India,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Machine Learning,China,Conditional Offer
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Computational Finance,China,Rejection
2019,Male,MSc Machine Learning,India,Rejection
2019,Male,MSc Financial Risk Management,Cyprus (European Union),Unconditional Offer
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Computer Science,England,Rejection
2019,Male,MSc Financial Risk Management,China,None
2019,Female,"MSc Disability, Design and Innovation",China,None
2019,Male,MSc Robotics and Computation,China,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Computer Science,China,Conditional Offer
2019,Male,MSc Robotics and Computation,England,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Computational Finance,China,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Female,MSc Financial Risk Management,India,Rejection
2019,Male,MSc Financial Systems Engineering,Hong Kong,Rejection
2019,Female,MSc Machine Learning,China,Rejection
2019,Female,MSc Computer Science,China,Rejection
2019,Female,MSc Machine Learning,China,Rejection
2019,Female,MSc Machine Learning,Cyprus (European Union),Conditional Offer
2019,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Machine Learning,China,Unconditional Offer
2019,Male,MSc Information Security,China,Rejection
2019,Female,MSc Financial Risk Management,United States of America,Rejection
2019,Female,MSc Robotics and Computation,China,Conditional Offer
2019,Male,MSc Machine Learning,England,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,England,Conditional Offer
2019,Male,MSc Financial Risk Management,China,Unconditional Offer
2019,Male,MSc Computer Science,England,Rejection
2019,Male,MSc Robotics and Computation,China,Conditional Offer
2019,Male,MSc Computational Finance,China,Unconditional Offer
2019,Male,MSc Computational Finance,Mexico,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,Canada,Rejection
2019,Male,MSc Financial Risk Management,China,Conditional Offer
2019,Male,MSc Machine Learning,China,Conditional Offer
2019,Male,MSc Financial Risk Management,England,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Male,MSc Financial Risk Management,England,Rejection
2019,Female,MSc Computer Science,China,Conditional Offer
2019,Male,MSc Web Science and Big Data Analytics,China,Conditional Offer
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Financial Risk Management,Barbados,Unconditional Offer
2019,Female,MSc Financial Risk Management,China,Rejection
2019,Male,MSc Computer Science,China,Rejection
2019,Female,MSc Financial Risk Management,England,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,Nigeria,Rejection
2019,Male,MSc Computer Science,Australia,None
2019,Male,MSc Information Security,Malaysia,Conditional Offer
2019,Female,MSc Robotics and Computation,China,Rejection
2019,Male,"MSc Computer Graphics, Vision and Imaging",Germany,Rejection
2019,Male,MSc Financial Risk Management,China,Conditional Offer
2019,Male,MSc Machine Learning,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,Thailand,Rejection
2019,Female,MSc Robotics and Computation,China,Rejection
2019,Male,MSc Financial Risk Management,China,Rejection
2019,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2019,Male,MSc Machine Learning,China,Rejection
2019,Male,MSc Machine Learning,China,Conditional Offer
2019,Male,MSc Financial Risk Management,India,Conditional Offer
2019,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
